error_type,count,mean_MinTemp,mean_MaxTemp,mean_Rainfall,mean_Evaporation,mean_Sunshine,mean_WindGustSpeed,mean_WindSpeed9am,mean_WindSpeed3pm,mean_Humidity9am,mean_Humidity3pm,mean_Pressure9am,mean_Pressure3pm,mean_Cloud9am,mean_Cloud3pm,mean_Temp9am,mean_Temp3pm,mean_actual,mean_predicted_probability,mean_predicted,top_locations
false_positive,132,13.596969696969694,21.28320610687023,4.877272727272727,4.367123287671232,5.030769230769231,46.67768595041322,15.856060606060606,21.333333333333332,76.81679389312977,64.140625,1015.4606557377049,1013.5516393442624,5.732558139534884,5.85,16.969465648854964,19.760937499999997,0.0,0.6887458462989655,1.0,"{""Portland"": 7, ""Wollongong"": 6, ""Cairns"": 6}"
false_negative,37,12.12162162162162,24.040540540540537,1.0166666666666666,4.988235294117647,9.258823529411767,42.38235294117647,13.513513513513514,24.16216216216216,68.8108108108108,48.054054054054056,1015.7514285714288,1013.4914285714285,4.714285714285714,3.909090909090909,17.15945945945946,22.599999999999998,1.0,0.3162309547955713,0.0,"{""Tuggeranong"": 3, ""Cairns"": 3, ""Canberra"": 3}"
